text,target
"[175   9   0   2   2   0   1   0   0   1   1   1   0   0   0   1   0   3
   0   0   0   2   0   2   0   1   2   1   1   0   0   2   0   0   0   0
   0   0   0   0   0   0   0   2   0   0   0   2   0   1   0   0   0   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   2   0
   1   0   0   0   0   0   0   0   0   0   1   0   0   0   1   1   0   0
   0   0   0   0   0   0   0   1   0   0   0]",1
"[88  9  1  2  0  1  1  2  0  0  0  0  2  0  0  3  1  0  0  0  0  0  0  1
  0  1  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  1  0  0
  1  0  0  0  0]",3
"[64  5  0  0  0  2  2  0  3  0  0  0  0  0  1  1  0  0  0  2  0  0  0  1
  0  0  0  0  0  0  0  0  0  0  2  0  1  0  0  0  0  0  0  0  1  0  0  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  2  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[65  5  1  0  2  0  4  0  1  0  1  0  0  1  0  0  0  0  0  5  0  0  0  0
  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  3  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[89  8  0  1  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  2  0  0  1
  0  1  0  0  0  0  0  0  0  0  2  0  0  0  1  0  0  0  0  0  0  1  2  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2
  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[72  7  0  1  0  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  1
  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  1  0  0  1  1  1  3  0
  0  0  0  0  0  1  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  1  0]",3
"[230  35   0   3   0   1   3   3   1   0   0   1   0   0   1   2   0   2
   0   0   1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   1
   1   0   2   0   0   0   0   0   1   0   0   0   0   1   1   0   1   0
   2   0   0   0   0   0   1   1   1   0   0   0   1   0   0   0   0   0
   0   3   0   0   2   0   0   1   0   1   0   0   0   0   0   0   0   0
   0   2   0   0   0   0   0   1   0   0   1]",1
"[88 15  0  2  0  1  1  1  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  2  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0  1]",1
"[208  12   1   0   3   1   2   1   1   1   1   0   0   0   0   0   9   1
   0   1   0   0   1   1   0   0   0   0   1   1   0   0   0   0   1   0
   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0   0
   0   0   0   2   0   1   0   0   0   0   0   0   0   2   0   0   1   0
   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0   1   0
   0   1   0   0   0   0   0   0   0   0   0]",4
"[117   8   0   1   4   1   1   2   0   1   1   1   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   4   0
   0   1   0   0   0   0   0   0   0   0   2   1   0   0   0   0   0   0
   0   3   0   1   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   1   0   2   0   0   0   0   0   0   0   0]",1
"[214 149   0   0   2   1   0   0   1   0   1  24   0   0   0   0   0   1
   4   4   1   0   0   1   1   1   0   0   0   0   0   1   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0   0   0   1   0   2   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
   0   0   1   0   0   0   0   0   0   0   0]",1
"[109   4   0   0   0   0   1   1   0   1   1   1   0   0   0   0   1   1
   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
   1   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0
   0   0   0   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",0
"[143   6   2   4   0   3   0   0   0   1   0   0   0   0   2   0   0   0
   1   0   5   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   2   1   0   0   0   1   0   1   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   1   0   0   0   0   1   0   0]",5
"[118   9   1   2   1   1   0   2   0   1   0   1   0   0   0   1   0   0
   0   0   0   0   0   4   0   0   0   0   0   1   0   0   0   1   1   0
   0   1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   4   0
   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
   1   0   0   0   0   1   0   0   0   0   1]",4
"[79  5  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0
  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0]",3
"[64  9  0  0  3  0  1  0  0  1  1  0  1  0  1  2  0  0  0  0  0  0  0  0
  1  0  1  0  0  1  0  0  0  0  0  0  1  0  0  0  0  1  0  1  0  0  2  0
  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[70  9  0  1  0  0  0  0  2  0  0  1  1  0  0  0  0  0  0  1  2  2  0  1
  0  0  0  0  0  0  0  0  0  0  1  0  0  1  1  0  0  0  0  1  1  1  0  0
  0  0  0  1  0  0  0  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1
  0  1  0  1  0  0  0  0  0  0  1  0  0  0  1  1  0  0  0  0  1  0  0  0
  0  0  0  0  0]",3
"[149   8   1   0   1   1   0   1   0   1   3   0   0   0   3   0   0   3
   1   1   0   0   0   2   1   0   0   0   0   0   0   1   1   0   1   1
   0   0   0   1   0   0   1   0   0   0   0   0   1   0   0   0   0   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   1   0   0   0   1   0   0   2   0   0   0   0   0   0   0
   0   0   0   1   0   1   0   0   0   1   0]",3
"[60  8  3  2  0  0  2  0  1  0  0  0  0  0  0  0  0  0  3  0  3  0  0  0
  0  1  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  1
  0  0  0  0  0  1  0  0  1  0  0  0  0  0  3  0  0  0  0  2  1  0  0  0
  0  0  0  0  1  0  1  0  0  0  0  0  1  2  0  0  0  0  0  0  0  1  0  1
  0  0  0  0  1]",1
"[96 11  1  3  0  1  1  2  1  0  0  1  1  0  2  0  0  0  0  0  0  1  0  0
  0  0  0  0  0  0  4  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  1  0  0]",1
"[184  24   7   1   0   2   0   0   0   1   0   1   5   1   1   1   5   1
   0   1   0   4   0   1   0   3   2   1   1   1   0   0   0   0   1   1
   1   0   0   1   0   0   1   0   1   1   0   0   0   3   0   0   0   1
   0   2   1   0   1   1   0   0   0   1   0   0   0   0   1   0   1   0
   0   0   0   1   0   0   0   0   1   0   0   2   0   0   0   0   1   0
   0   1   2   1   0   0   0   0   0   0   0]",5
"[296  23   3   1   1   6   2   2   1   1   1   1   0   2   1   1   2   0
   0   1   0   2   1   0   0   0   4   2   1   3   1   1   1   1   0   0
   0   2   0   2   2   0   1   0   2   0   0   1   0   0   5   1   3   0
   0   0   0   1   0   1   1   0   1   0   2   0   0   1   0   0   0   0
   0   0   0   0   0   0   0   0   1   0   0   2   0   0   0   1   0   1
   0   2   0   0   1   0   0   3   1   0   0]",1
"[94  8  2  0  3  0  0  0  0  1  2  0  0  1  0  0  0  0  0  0  2  0  0  0
  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
  0  2  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  0]",1
"[139   9   4   0   1   0   0   1   0   1   1   1   0   0   0   2   0   0
   0   0   3   0   0   0   2   2   0   1   1   0   0   0   0   0   0   0
   0   0   0   0   0   1   0   2   1   0   1   1   0   1   0   1   0   0
   0   2   1   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   1
   2   0   0   1   0   1   0   0   0   0   0]",3
"[164  15   2   2   3   0   2   5   2   2   0   4   0   0   2   0   0   0
   0   0   1   0   0   0   1   0   0   1   0   0   0   0   1   0   0   0
   0   3   1   0   0   1   0   0   0   0   0   1   1   0   0   0   4   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   0   3   1   0   0
   0   0   2   2   0   0   2   0   0   1   0   0   1   0   0   0   0   0
   0   0   0   0   0   0   0   1   0   1   0]",1
"[170  10   1   0   6   2   1   3   0   0   2   0   1   1   0   0   0   0
   1   0   0   1   1   0   0   2   1   0   0   0   0   0   3   3   0   0
   0   1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
   0   0   0   0   0   0   0   0   1   2   0   0   0   0   1   1   0   0
   0   1   0   0   0   1   0   0   0   0   0   1   0   0   1   0   0   0
   0   0   0   0   1   1   0   0   1   0   1]",5
"[66  5  0  1  0  0  1  0  0  1  0  0  0  1  0  1  0  0  0  0  0  0  0  0
  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0]",3
"[92 43  8  0  3  0  1  0  0  2  3  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  4  0  0  0  0  1  0  0  0  0  3  0  0  0  0  0
  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0
  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[102  15   2   0   1   1   0   0   0   0   1   0   1   0   0   0   1   0
   0   0   0   0   0   0   0   0   1   0   0   2   0   0   0   0   0   0
   0   1   0   0   0   0   0   0   1   1   0   0   2   0   0   0   0   0
   0   1   0   0   0   0   0   0   0   0   0   0   1   1   0   1   0   0
   1   0   0   0   0   0   0   0   0   0   0   3   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   0   0   0]",5
"[144   4   0   0   0   1   2   0   0   0   0   0   0   0   0   0   1   2
   0   1   0   0   0   0   1   0   0   0   0   0   1   0   0   0   0   2
   0   0   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
   0   1   0   0   0   0   1   0   2   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   1   2   0]",1
"[148  20   1   1   0   2   2   0   2   0   0   1   0   0   6   0   0   0
   0   1   0   0   0   1   1   0   1   0   1   1   2   0   0   0   0   0
   0   0   0   0   0   0   1   4   0   0   0   2   0   0   0   0   0   0
   0   0   0   2   1   0   0   0   0   0   0   0   0   4   0   0   1   0
   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
   0   0   0   1   0   0   0   0   0   0   1]",4
"[39  3  0  0  2  0  0  0  1  0  2  1  0  0  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  1  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[65 16  1  3  1  0  1  3  1  0  0  3  3  0  1  4  0  0  0  0  0  0  0  0
  1  0  0  1  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  5  0  1  0  0
  0  0  0  0  0]",1
"[128   3   1   0   2   1   0   0   2   0   3   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   0   0   0   0   0   2   0   0   0   0
   2   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",2
"[222   2   1   1   1   1   4   0   2   3   2   0   0   2   0   0   0   0
   4   1   0   1   1   1   0   0   0   0   0   1   1   1   1   2   0   0
   1   0   0   0   0   0   2   0   0   1   0   1   0   0   0   0   0   0
   0   0   0   3   0   0   0   0   0   0   0   0   1   0   1   1   2   0
   0   0   1   0   0   0   0   0   1   0   1   0   0   0   0   1   0   0
   1   0   0   1   1   0   0   0   0   1   0]",1
"[109  15   4   0   6   1   1   1   0   0   2   0   1   1   0   0   1   0
   3   0   0   0   1   0   1   1   4   0   0   0   0   0   2   0   0   0
   1   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0   1
   1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
   0   0   1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   0   1   2]",1
"[116  11   1   0   2   2   0   1   1   0   1   0   2   0   1   3   0   0
   0   0   0   0   0   0   0   2   0   1   0   0   0   0   0   0   1   1
   0   2   0   2   0   0   0   0   0   0   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   0   0   0   0   0   0   1   0   0   0
   2   0   0   0   0   1   0   0   0   0   0   0   0   0   1   0   0   1
   0   0   0   0   0   0   0   0   0   0   0]",3
"[99  9  0  2  0  2  0  0  0  0  0  0  2  1  0  1  0  0  0  2  0  0  0  0
  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  3  0
  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2
  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
  0  0  0  1  0]",3
"[117   5   4   5   1   0   0   0   1   0   1   0   0   0   0   0   0   0
   0   0   0   0   0   1   0   0   0   1   2   0   1   0   0   0   0   1
   0   0   0   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0
   1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",0
"[98 11  0  0  0  1  1  0  0  1  0  0  0  0  0  0  0  1  0  0  0  1  1  0
  1  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
  0  0  0  0  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  1  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
  0  0  0  0  0]",1
"[69  3  0  0  0  1  1  0  1  0  0  0  0  0  1  0  0  0  0  0  1  0  0  1
  0  0  0  1  0  1  0  0  0  0  0  0  0  0  3  0  0  0  0  1  1  0  1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  2
  0  1  0  0  1  0  0  1  0  0  1  0  0  0  0  1  0  1  0  0  1  0  0  0
  0  0  0  0  0]",3
"[92  6  0  1  0  1  0  0  0  0  0  0  0  0  1  1  0  0  0  0  2  0  0  2
  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  1  1  0
  0  0  0  0  0  0  1  1  0  0  0  0  0  4  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0]",3
"[87  4  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  1  1  0  0  0
  1  1  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0
  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  4
  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  1  0  0  0  0  0
  0  0  0  0  0]",3
"[119  15   2   1   0   2   0   0   1   1   0   0   3   0   0   0   0   0
   0   0   0   0   3   3   0   0   0   0   0   0   0   2   1   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   1   0]",1
"[64  5  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
  2  1  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  2  1  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0
  0  0  0  1  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  3  0  0  0  0
  0  0  1  1  1]",1
"[132  10   2   0   2   0   0   0   1   0   2   0   3   1   0   1   0   0
   0   1   3   0   0   0   1   0   3   1   0   1   0   0   1   0   0   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
   0   0   2   0   3   0   0   0   0   0   0   0   0   0   0   0   0   1
   0   0   2   0   0   0   0   0   0   0   0]",3
"[94  1  1  0  0  0  0  3  0  3  0  0  0  0  0  0  2  0  0  0  0  2  1  0
  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[82  3  0  1  0  1  1  0  0  1  0  2  0  2  2  0  0  0  0  0  2  0  0  0
  1  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  2  0
  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  2  1  0  0  0  0  0
  0  0  0  0  0]",3
"[124  38   7   0   0   0   0   0   1   1   0   0  11   1   0   0   0   0
   0   0   0   2   1   0   0   0   0   0   0   0   0   0   0   2   0   0
   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
   0   0   0   0   0   0   0   0   1   0   2   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   1   0
   0   0   1   0   0   0   0   0   0   0   0]",5
"[151   7   2   0   4   1   1   0   2   3   4   0   0   0   0   0   1   0
   0   1   3   1   2   0   0   0   2   0   1   1   0   0   0   0   0   1
   1   1   0   1   0   0   0   0   0   0   0   0   0   5   1   0   0   0
   0   1   0   0   1   0   0   0   0   0   3   0   0   0   0   2   1   0
   1   0   0   0   1   0   2   0   0   1   1   1   0   0   0   0   1   0
   0   0   0   0   0   1   0   0   0   0   0]",1
"[58 10  0  0  0  0  0  0  0  1  1  0  2  0  0  0  1  0  0  0  0  0  0  0
  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",5
"[117  19   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   3   0   0   0   0   2   0   0   0   0
   0   2   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
   0   0   0   0   3   1   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   1   0   0]",3
"[73 22  0  0  0  0  0  2  0  1  0  2  2  0  0  0  0  1  0  0  0  0  1  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  1  0  1  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
  0  0  0  0  0]",1
"[87 10  2  1  0  2  0  0  0  2  0  1  0  0  1  1  0  0  0  0  0  0  0  2
  0  0  1  0  0  0  0  0  0  0  1  0  1  1  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  1]",1
"[72 15  0  1  0  0  2  0  0  0  1  2  0  0  1  0  0  0  1  1  1  1  0  0
  0  0  0  0  0  0  1  0  0  0  0  0  1  2  0  0  0  1  1  0  0  1  0  0
  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1
  0  0  0  0  0]",3
"[60  0  0  0  3  0  0  1  0  0  3  0  0  0  0  0  0  0  0  0  0  0  3  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  1  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  1  0  0  0
  0  0  0  0  0]",2
"[75  1  0  0  1  2  2  1  1  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0
  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  1  0  1  1  0
  0  0  0  1  0  0  1  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  1  0  0  1  0  1  0
  0  0  0  0  0]",3
"[181  26   0   4   0   1   0   0   1   0   0   1   0   0   0   1   1   3
   0   1   1   0   1   0   0   0   0   0   1   0   0   0   0   1   0   0
   1   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   1   0   0   0   1   0   0   0   1   0   0   0   1   0   0   0   0   0
   0   1   0   0   0   2   0   0   0   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   1]",1
"[79 13  0  0  0  0  0  0  0  0  0  1  2  1  0  0  1  2  0  0  0  0  2  0
  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[118   1   0   2   0   5   1   0   1   0   0   0   0   0   2   0   0   0
   1   1   0   0   0   0   1   0   0   0   1   0   0   0   0   0   3   0
   0   0   2   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   1   0   0   0   0   0   2   0   0   0   0   0   0   0   2   0   0
   0   0   0   1   0   0   0   0   0   0   0]",3
"[157   5   1   1   0   2   0   4   1   1   0   1   0   0   0   3   0   0
   1   0   0   4   0   0   1   1   1   0   1   0   0   0   0   0   0   0
   0   0   0   0   3   0   0   0   0   0   0   1   0   1   0   0   0   0
   0   0   0   1   0   0   1   0   1   0   0   0   0   0   1   0   0   0
   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0
   0   1   0   0   0   0   0   2   0   0   1]",1
"[239   5   1   3   1   1   1   0   0   2   1   0   0   0   1   2   0   0
   0   0   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0   1
   0   0   0   0   2   0   0   2   0   0   0   0   0   2  11   0   1   0
   0   0   0   0   0   1   0   0   1   0   1   6   0   0   0   0   0   0
   0   0   0   1   0   1   1   0   1   0   0   0   0   0   0   1   1   0
   0   0   0   0   0   0   0   0   0   1   1]",1
"[118   0   0   0   0   2   0   3   0   0   0   0   0   1   1   0   0   2
   0   0   0   0   0   3   0   0   0   6   0   1   0   0   2   0   0   0
   1   0   1   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0
   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0   1
   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",3
"[92 19  0  0  1  1  2  3  2  1  1  2  0  0  0  4  2  1  0  0  0  2  0  8
  1  1  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  1  0]",1
"[325   1   0   0   0   5   0   5   2   0   0   1   1   2   0   0   1   0
   0   0   0   3   1   0   0   0   0   0   0   0   0   1   1   1   1   0
   0   0   0   0   0   0   1   0   0   0   0   0   3   0   0   0   0   0
   0   1   0   0   0   2   2   0   0   0   0   0   0   0   0   0   0   0
   0   1   0   0   0   2   1   0   0   4   0   0   0   0   1   0   0   0
   6   0   0   0   0   0   0   0   0   0   0]",5
"[74  3  2  2  1  0  1  0  1  0  0  1  0  0  1  1  1  1  0  1  0  0  0  2
  0  2  0  1  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  1
  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  1  0  0  0  0  0  0  0  0
  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
